sno,serialno,Computer_FileNO,IncidentDistrict,PermanentDistrict,year_INC_NEP,age_2,Age,Year,Event_Date,Region2,Region1,Mobility,IncidentOutcome,Killed_Type,By_State,By_Maoist,Other_Perpetrators,Gender,MaritalStatus,LanguageGroup,CasteGroup,Partyaffiliation,EconomicStatus,Education,OccupationCategory,Informer,LivelihoodDependence,Compensation,Displacement,DisplacementResettlement,IncidentVictim
45,327,7593,ARGHAKHANCHI,62,2060,,20,2003,05/08/2003,3,2,0,1,1,1,0,0,0,2,1,1,5,3,5,9,,1,1,0,0,0
45,328,5933,ARGHAKHANCHI,45,2059,,72,2002,08/09/2002,3,2,2,1,1,1,0,0,1,1,1,1,99,5,8,1,,2,1,0,0,0
45,329,2993,ARGHAKHANCHI,53,2059,,18,2002,08/09/2002,3,2,0,1,1,1,0,0,0,2,1,2,5,3,5,9,,1,1,0,0,0
45,331,4787,ARGHAKHANCHI,37,2059,,21,2002,08/09/2002,3,2,0,1,1,1,0,0,0,1,1,1,5,3,4,9,,1,1,0,0,0
45,332,935,ARGHAKHANCHI,36,2059,,25,2002,08/09/2002,3,2,0,1,1,0,1,0,0,1,1,2,99,2,4,5,,2,1,0,0,0
45,333,3202,ARGHAKHANCHI,42,2059,,32,2002,08/09/2002,3,2,1,1,1,0,1,0,0,2,1,1,99,4,7,5,,1,1,0,0,0
45,334,8780,ARGHAKHANCHI,52,2059,,21,2002,26/09/2002,3,2,0,1,1,1,0,0,1,2,10,2,5,4,6,9,,1,1,0,0,0
45,335,5859,ARGHAKHANCHI,45,2062,,39,2005,27/04/2005,3,2,2,1,0,1,0,0,0,1,1,1,5,3,3,9,,1,1,0,0,0
45,336,5603,ARGHAKHANCHI,37,2061,,25,2004,23/12/2004,3,2,0,1,1,0,1,0,0,1,1,1,99,2,4,6,,1,1,0,0,0
45,337,6541,ARGHAKHANCHI,45,2056,,28,2000,18/02/2000,3,2,2,1,1,0,1,0,0,1,1,1,99,3,4,5,,1,1,0,0,0
45,338,6370,ARGHAKHANCHI,45,2062,,20,2005,18/06/2005,3,2,2,1,6,0,0,1,1,2,10,2,99,4,7,1,,1,1,0,0,0
45,339,10919,ARGHAKHANCHI,61,2059,,45,2002,08/09/2002,3,2,0,1,1,0,1,0,0,6,1,1,99,2,4,6,,3,1,0,0,0
45,340,1251,ARGHAKHANCHI,66,2059,,19,2002,09/09/2002,3,2,0,1,1,1,0,0,0,1,1,1,5,5,7,9,,1,0,0,0,0
45,341,8037,ARGHAKHANCHI,54,2062,,28,2005,25/06/2005,3,2,0,1,1,0,1,0,0,2,1,1,99,3,5,6,,1,1,0,0,0
45,343,3547,ARGHAKHANCHI,41,2061,,22,2004,15/12/2004,3,2,0,1,1,0,1,0,0,2,5,4,99,3,5,6,,1,1,0,0,0
45,345,10410,ARGHAKHANCHI,23,2059,,23,2002,08/09/2002,3,2,0,1,1,0,1,0,0,1,9,4,99,3,9,5,,1,1,0,0,0
45,346,1874,ARGHAKHANCHI,66,2062,,18,2006,28/02/2006,3,2,0,1,1,1,0,0,0,1,1,1,5,4,6,9,,1,0,0,0,0
45,347,4689,ARGHAKHANCHI,54,2056,,22,2000,27/01/2000,3,2,0,1,1,1,0,0,0,2,1,2,5,3,4,9,,1,1,0,0,0
45,348,4246,ARGHAKHANCHI,59,2059,,17,2002,08/09/2002,3,2,0,1,2,1,0,0,1,2,1,1,5,3,7,9,,1,1,0,0,0
45,351,3384,ARGHAKHANCHI,59,2061,,25,2004,08/12/2004,3,2,0,1,1,0,1,0,0,2,1,5,99,2,4,5,,2,1,0,0,0
45,352,6774,ARGHAKHANCHI,54,2060,,22,2003,17/10/2003,3,2,0,1,2,1,0,0,0,2,1,1,5,2,4,9,,1,1,0,0,0
45,353,9219,ARGHAKHANCHI,26,2061,,22,2004,08/09/2004,3,2,0,1,1,0,1,0,0,1,2,9,99,3,5,5,,1,1,0,0,0
45,354,3103,ARGHAKHANCHI,39,2061,,20,2004,15/12/2004,3,2,0,1,1,0,1,0,0,2,1,1,99,2,4,6,,1,1,0,0,0
45,356,10065,ARGHAKHANCHI,19,2062,,31,2006,28/02/2006,3,2,0,1,1,0,1,0,0,1,1,1,99,3,5,6,,1,1,0,0,20
45,357,3421,ARGHAKHANCHI,62,2059,,36,2002,02/06/2002,3,2,0,3,9,1,0,0,0,2,1,1,5,4,5,9,,1,0,0,0,-88
45,359,7677,ARGHAKHANCHI,5,2059,,20,2004,08/09/2004,3,2,0,1,0,0,1,0,0,2,1,1,99,4,5,5,,3,1,0,0,0
45,361,5274,ARGHAKHANCHI,41,2062,,26,2005,25/06/2005,3,2,0,1,1,0,1,0,0,1,6,4,99,3,4,5,,1,1,0,0,0
45,363,6365,ARGHAKHANCHI,45,2061,,3,2004,21/06/2004,3,2,2,1,6,0,0,1,0,6,1,2,99,4,8,19,,1,1,0,0,0
45,368,3424,ARGHAKHANCHI,43,2059,,29,2004,08/09/2004,3,2,1,1,1,0,1,0,0,1,1,1,99,3,3,5,,1,1,0,0,0
45,369,457,ARGHAKHANCHI,46,2059,,23,2004,08/09/2004,3,2,1,1,1,0,1,0,0,1,1,2,99,3,5,5,,1,1,0,0,0
45,372,8588,ARGHAKHANCHI,26,2059,0,,2004,08/09/2004,3,2,0,1,1,0,1,0,0,1,1,1,99,3,9,5,,1,1,0,0,0
45,375,3570,ARGHAKHANCHI,41,2061,,19,2004,20/11/2004,3,2,0,1,1,0,1,0,0,2,10,2,99,3,5,6,,1,1,0,0,0
45,376,3378,ARGHAKHANCHI,42,2059,,33,2004,08/09/2004,3,2,1,1,1,0,1,0,0,1,1,5,99,3,7,5,,1,1,0,0,0
45,378,3801,ARGHAKHANCHI,59,2059,,30,2004,08/09/2004,3,2,0,1,1,1,0,0,0,2,10,2,5,3,4,9,,1,1,0,0,0
45,379,3695,ARGHAKHANCHI,47,2059,,37,2004,08/09/2004,3,2,0,1,1,0,1,0,0,1,1,1,99,3,6,5,,1,1,1,0,0
45,381,8175,ARGHAKHANCHI,62,2059,,20,2002,08/08/2002,3,2,0,3,9,1,0,0,0,2,1,1,5,3,5,9,,1,0,0,0,-88
45,383,448,ARGHAKHANCHI,57,2059,,17,2004,08/09/2004,3,2,0,1,2,1,0,0,0,2,1,1,5,3,5,9,,1,1,0,0,0
45,384,8533,ARGHAKHANCHI,52,2058,,18,2001,08/09/2001,3,2,0,1,1,1,0,0,0,2,10,2,5,3,4,9,,1,1,0,0,0
45,386,3022,ARGHAKHANCHI,47,2061,,23,2004,15/12/2004,3,2,0,2,9,0,1,0,0,2,1,1,99,3,4,5,,1,1,0,0,-88
45,387,6094,ARGHAKHANCHI,50,2059,,19,2004,08/09/2004,3,2,1,1,1,1,0,0,0,2,1,2,5,4,6,9,,1,0,0,0,0
45,388,3087,ARGHAKHANCHI,18,2059,,23,2004,08/09/2004,3,2,0,1,1,0,1,0,0,2,6,4,99,2,4,2,,1,1,0,0,0
45,389,6492,ARGHAKHANCHI,45,2059,,36,2004,08/09/2004,3,2,2,1,1,0,1,0,0,1,10,2,99,3,4,5,,1,1,0,0,0
45,391,3796,ARGHAKHANCHI,62,2059,,14,2004,08/09/2004,3,2,0,1,1,1,0,0,0,2,1,1,5,4,5,9,,1,1,0,0,0
45,394,1831,ARGHAKHANCHI,38,2059,,29,2004,08/09/2004,3,2,0,1,1,0,1,0,0,1,4,2,99,4,6,5,,1,1,1,0,0
45,395,11460,ARGHAKHANCHI,73,2061,,22,2004,15/12/2004,3,2,0,1,1,1,0,0,0,1,1,1,99,3,4,5,,1,1,0,0,26
45,396,11645,ARGHAKHANCHI,62,2059,,21,2004,08/09/2004,3,2,0,3,9,1,0,0,0,1,1,5,5,4,6,9,,2,0,0,0,-88
45,397,5640,ARGHAKHANCHI,37,2062,,25,2006,28/02/2006,3,2,0,1,1,0,1,0,0,1,1,5,99,3,4,6,,1,1,0,0,0
45,398,7312,ARGHAKHANCHI,62,2059,,22,2004,08/09/2004,3,2,0,1,1,1,0,0,0,2,1,1,5,4,6,9,,1,1,0,0,0
45,399,9358,ARGHAKHANCHI,21,2061,,17,2004,25/10/2004,3,2,0,1,1,0,1,0,0,2,1,1,99,4,6,6,,1,1,0,0,0
45,400,3326,ARGHAKHANCHI,39,2059,,27,2004,08/09/2004,3,2,0,1,1,1,0,0,0,1,1,1,5,3,4,9,,1,1,0,0,0
45,402,10697,ARGHAKHANCHI,61,2061,,21,2005,23/01/2005,3,2,0,1,1,1,0,0,0,6,1,1,5,5,9,9,,3,0,0,0,0
45,403,931,ARGHAKHANCHI,36,2058,,24,2001,17/07/2001,3,2,0,1,1,0,1,0,0,1,1,2,99,3,4,5,,1,1,0,0,0
45,404,10318,ARGHAKHANCHI,32,2059,,21,2004,08/09/2004,3,2,0,1,1,1,0,0,0,2,3,2,5,4,6,9,,1,1,0,0,0
45,405,5232,ARGHAKHANCHI,58,2058,,21,2001,10/09/2001,3,2,0,1,1,1,0,0,0,2,1,2,5,5,4,9,,1,1,0,0,0
45,406,6034,ARGHAKHANCHI,50,2060,,24,2003,09/09/2003,3,2,1,1,1,1,0,0,1,2,5,2,5,3,5,9,,1,1,0,0,0
45,407,58,ARGHAKHANCHI,64,2059,,20,2002,02/11/2002,3,2,0,1,1,1,0,0,0,1,1,1,5,2,6,9,,1,1,0,0,0
45,409,8888,ARGHAKHANCHI,52,2061,,27,2004,26/09/2004,3,2,0,1,1,1,0,0,0,2,10,2,5,4,7,9,,1,1,0,0,0
45,411,2925,ARGHAKHANCHI,53,2059,,17,2004,08/09/2004,3,2,0,1,1,1,0,0,0,2,1,5,5,3,5,9,,1,1,0,0,0
45,412,5855,ARGHAKHANCHI,45,2062,,27,2005,01/08/2005,3,2,2,1,3,0,1,0,0,1,2,2,99,5,5,1,,2,1,0,0,0
45,413,1321,ARGHAKHANCHI,28,2061,,21,2004,15/12/2004,3,2,0,1,1,0,1,0,0,2,1,1,99,3,3,6,,1,1,0,0,0
45,414,8482,ARGHAKHANCHI,52,2061,,28,2004,15/12/2004,3,2,0,1,1,1,0,0,0,6,10,2,5,4,6,9,,1,1,0,0,0
45,415,2108,ARGHAKHANCHI,68,2060,,22,2003,14/04/2003,3,2,0,1,1,1,0,0,1,2,1,1,5,4,6,9,,1,1,0,0,0
45,416,2473,ARGHAKHANCHI,68,2061,,37,2005,29/03/2005,3,2,0,1,2,1,0,0,0,2,1,1,5,4,7,9,,1,1,0,0,0
45,417,2374,ARGHAKHANCHI,54,2059,,24,2004,08/09/2004,3,2,0,1,1,1,0,0,0,2,1,5,5,3,4,9,,1,1,0,0,0
45,419,589,ARGHAKHANCHI,29,2061,,19,2004,15/12/2004,3,2,0,1,1,0,1,0,0,2,1,2,99,2,4,6,,3,1,0,0,0
45,420,6349,ARGHAKHANCHI,45,2061,,13,2004,09/12/2004,3,2,2,1,6,0,0,1,0,6,10,2,99,5,5,15,,1,1,0,0,0
45,422,333,ARGHAKHANCHI,46,2059,,21,2004,08/09/2004,3,2,1,1,1,0,1,0,0,2,1,1,99,3,5,5,,1,1,0,0,0
45,423,993,ARGHAKHANCHI,36,2061,,21,2004,15/12/2004,3,2,0,1,1,0,1,0,0,2,1,1,99,3,3,6,,1,1,0,0,0
45,424,991,ARGHAKHANCHI,36,2059,,27,2002,09/09/2002,3,2,0,1,1,0,1,0,0,2,1,1,99,2,4,6,,1,1,0,0,0
45,426,383,ARGHAKHANCHI,55,2062,,26,2006,28/02/2006,3,2,0,1,1,0,1,0,0,1,10,2,99,3,5,6,,1,1,0,0,20
45,427,4145,ARGHAKHANCHI,61,2059,,26,2002,07/09/2002,3,2,0,3,9,1,0,0,0,2,1,1,5,4,6,9,,2,0,0,0,-88
45,428,5964,ARGHAKHANCHI,45,2061,,27,2004,07/12/2004,3,2,2,1,1,1,0,0,0,2,1,2,5,5,5,9,,1,1,0,0,0
45,429,1261,ARGHAKHANCHI,66,2059,37,37,2002,09/09/2002,3,2,0,1,1,1,0,0,0,2,1,1,5,4,5,9,,1,0,0,0,0
45,430,869,ARGHAKHANCHI,57,2059,,28,2004,08/09/2004,3,2,0,1,0,0,1,0,0,2,1,1,99,3,5,3,,2,1,0,0,0
45,432,4139,ARGHAKHANCHI,58,2059,,22,2002,07/09/2002,3,2,0,3,9,1,0,0,0,1,1,1,5,4,6,9,,2,0,0,0,-88
45,433,6555,ARGHAKHANCHI,54,2059,,20,2002,25/09/2002,3,2,0,1,1,1,0,0,1,2,1,1,5,3,6,9,,1,1,0,0,0
45,435,3621,ARGHAKHANCHI,36,2058,,24,2001,17/07/2001,3,2,0,1,1,0,1,0,0,1,2,2,99,3,4,5,,1,1,0,0,0
45,436,6188,ARGHAKHANCHI,41,2062,,22,2005,25/06/2005,3,2,0,1,1,0,1,0,0,2,9,9,99,3,5,5,,1,1,0,0,13
45,438,2050,ARGHAKHANCHI,44,2057,,20,2000,26/11/2000,3,2,1,2,9,1,0,0,0,2,1,1,5,4,5,9,,1,0,0,0,-88
45,439,10213,ARGHAKHANCHI,45,2062,31,31,2005,31/07/2005,3,2,2,3,9,0,1,0,0,2,2,2,99,3,4,3,,1,1,0,0,-88
45,440,5417,ARGHAKHANCHI,58,2055,,21,1998,25/08/1998,3,2,0,1,1,1,0,0,0,2,1,1,5,4,4,9,,3,1,0,0,0
45,441,9360,ARGHAKHANCHI,21,2059,,27,2002,09/09/2002,3,2,0,1,1,0,1,0,0,1,1,1,99,5,4,6,,3,1,0,0,0
45,442,9075,ARGHAKHANCHI,51,2061,,16,2004,31/07/2004,3,2,1,1,1,1,0,0,1,2,10,2,5,5,6,9,,1,1,0,0,0
45,445,3998,ARGHAKHANCHI,61,2059,,24,2004,08/09/2004,3,2,0,3,9,1,0,0,0,1,1,1,5,4,5,9,,1,0,0,0,-88
45,447,9097,ARGHAKHANCHI,51,2061,,22,2004,09/12/2004,3,2,1,1,1,1,0,0,0,6,1,2,5,3,9,9,,1,1,0,0,0
45,448,986,ARGHAKHANCHI,40,2059,,42,2004,08/09/2004,3,2,0,1,1,0,1,0,0,1,1,1,99,3,5,5,,2,1,0,0,0
45,449,3561,ARGHAKHANCHI,62,2059,,17,2002,09/08/2002,3,2,0,1,1,1,0,0,0,2,1,1,5,3,6,1,,1,1,0,0,0
45,450,1635,ARGHAKHANCHI,44,2059,,36,2004,08/09/2004,3,2,1,1,1,0,1,0,0,1,1,1,99,3,3,5,,1,1,0,0,0
45,451,8753,ARGHAKHANCHI,52,2059,,19,2002,09/10/2002,3,2,0,1,1,1,0,0,0,2,10,2,5,4,6,9,,1,1,0,0,0
45,452,8732,ARGHAKHANCHI,21,2062,,21,2005,25/06/2005,3,2,0,1,1,0,1,0,0,2,2,2,99,2,4,6,,3,1,0,0,1
45,453,464,ARGHAKHANCHI,66,2059,,25,2004,08/09/2004,3,2,0,1,1,1,0,0,0,2,1,1,5,4,5,9,,1,1,0,0,0
45,454,6418,ARGHAKHANCHI,32,2062,,30,2006,28/02/2006,3,2,0,1,1,0,1,0,0,1,2,2,99,3,5,6,,1,1,0,0,0
45,455,6356,ARGHAKHANCHI,45,2062,,36,2006,28/02/2006,3,2,2,1,1,1,0,0,0,1,1,1,99,4,9,1,,1,1,0,0,0
45,457,5636,ARGHAKHANCHI,37,2062,,22,2006,28/02/2006,3,2,0,1,1,0,1,0,0,2,10,2,99,2,6,6,,1,1,0,0,0
45,459,628,ARGHAKHANCHI,29,2061,22,22,2004,15/12/2004,3,2,0,1,1,0,1,0,0,2,1,2,99,2,5,6,,1,1,0,0,0
72,473,3777,BAITADI,72,2062,,29,2006,04/02/2006,5,2,2,1,3,1,0,0,0,1,1,1,99,2,7,2,,1,0,0,0,0
72,476,3986,BAITADI,62,2058,,32,2002,27/02/2002,5,2,0,2,9,1,0,0,0,1,1,1,99,4,4,1,,1,0,0,0,-88
72,478,2899,BAITADI,72,2062,,25,2005,30/08/2005,5,2,2,1,2,1,0,0,0,2,1,1,5,4,5,9,,1,1,0,0,0
72,483,2898,BAITADI,72,2060,,80,2003,02/09/2003,5,2,2,1,1,1,0,0,0,1,1,1,99,4,8,1,,1,1,0,0,0
72,492,6841,BAITADI,72,2062,,29,2005,21/12/2005,5,2,2,1,3,0,0,1,0,1,1,1,99,4,5,1,,1,0,0,0,0
72,493,3555,BAITADI,62,2060,,20,2003,01/11/2003,5,2,0,1,1,1,0,0,1,2,1,1,5,4,5,9,,1,1,0,0,0
72,498,2863,BAITADI,72,2061,,17,2006,01/03/2006,5,2,2,1,1,1,0,0,0,2,1,5,5,4,4,9,,1,1,0,0,0
72,503,498,BAITADI,72,2062,,23,2006,13/01/2006,5,2,2,1,0,0,1,0,0,1,1,1,99,4,8,5,,1,1,0,0,0
72,511,5239,BAITADI,69,2060,,27,2003,24/08/2003,5,2,1,1,1,1,0,0,0,2,1,5,5,4,5,9,,1,1,0,0,0
72,513,8414,BAITADI,62,2061,,26,2004,29/09/2004,5,2,0,1,1,1,0,0,0,1,1,1,5,4,5,9,,1,1,0,0,0
72,514,290,BAITADI,72,2061,51,51,2005,30/01/2005,5,2,2,3,9,1,0,0,0,1,1,1,99,4,3,1,,2,0,1,1,-88
72,531,2916,BAITADI,72,2062,,19,2005,25/05/2005,5,2,2,1,5,0,1,0,0,2,1,1,5,3,9,9,,1,1,0,0,0
72,543,3561,BAITADI,72,2060,,11,2004,16/03/2004,5,2,2,1,6,1,0,0,0,2,1,1,99,4,6,15,,1,1,0,0,0
69,550,1503,BAJHANG,56,2058,,22,2002,21/02/2002,5,3,0,1,1,0,1,0,0,2,1,5,99,2,5,6,,1,1,0,0,0
69,555,5213,BAJHANG,69,2061,,21,2005,19/01/2005,5,3,2,1,5,0,1,0,0,1,1,1,5,4,4,9,,1,0,0,0,0
69,562,5223,BAJHANG,69,2061,,17,2004,06/11/2004,5,3,2,1,1,1,0,0,1,1,1,5,5,4,7,9,,1,1,0,0,0
69,565,6532,BAJHANG,54,2062,,20,2005,01/07/2005,5,3,0,1,1,1,0,0,1,2,1,2,5,3,5,9,,1,1,0,0,0
69,566,5208,BAJHANG,69,2062,,37,2006,26/02/2006,5,3,2,1,0,1,0,0,0,2,1,1,5,4,4,9,,1,1,0,0,0
69,568,3564,BAJHANG,62,2058,,32,2002,23/02/2002,5,3,0,1,1,1,0,0,0,6,1,1,5,5,5,9,,1,1,0,0,0
69,571,5299,BAJHANG,69,2059,,23,2002,11/06/2002,5,3,2,1,2,1,0,0,0,2,1,1,5,4,3,9,,1,1,0,0,0
69,579,5029,BAJHANG,69,2061,,21,2004,27/09/2004,5,3,2,1,5,0,0,1,0,2,1,1,5,4,5,9,,1,1,0,0,0
69,592,3712,BAJHANG,62,2060,,21,2003,09/10/2003,5,3,0,1,1,1,0,0,0,2,1,1,5,3,6,9,,1,1,0,0,0
69,593,9187,BAJHANG,51,2059,,,2003,13/04/2003,5,3,0,1,1,1,0,0,0,6,1,5,5,4,4,9,,3,1,0,0,0
69,601,5096,BAJHANG,69,2060,,52,2003,21/07/2003,5,3,2,1,0,0,1,0,0,1,1,1,99,5,8,1,,1,1,0,0,0
69,606,33,BAJHANG,51,2059,,18,2003,13/04/2003,5,3,0,1,1,1,0,0,0,6,1,5,5,4,4,9,,3,1,0,0,0
69,607,3814,BAJHANG,69,2062,,11,2006,16/03/2006,5,3,2,3,9,0,1,0,0,2,1,1,99,4,6,15,,1,0,0,0,-88
69,612,2687,BAJHANG,56,2062,,17,2004,24/04/2004,5,3,0,1,1,1,0,0,1,2,5,2,5,4,8,9,,1,1,0,0,0
69,613,7302,BAJHANG,65,2060,,30,2003,16/11/2003,5,3,0,1,1,1,0,0,0,1,1,1,5,3,3,9,,1,1,0,0,0
69,618,3939,BAJHANG,69,,,28,,,5,3,2,2,9,1,0,0,0,2,1,2,99,4,3,3,,1,0,0,0,-88
69,626,3806,BAJHANG,69,2061,,35,2004,19/08/2004,5,3,2,3,9,1,0,0,1,1,1,1,99,4,9,19,,1,1,0,0,-88
69,628,963,BAJHANG,66,2060,,30,2003,08/11/2003,5,3,1,1,1,1,0,0,0,1,1,5,5,4,7,9,,1,1,0,0,0
69,629,5508,BAJHANG,37,2060,,26,2003,20/09/2003,5,3,0,1,1,0,1,0,0,1,1,1,99,2,4,6,,1,1,0,0,0
69,631,5230,BAJHANG,69,2060,,21,2004,06/02/2004,5,3,2,1,5,0,1,0,0,2,1,1,5,4,4,9,,1,1,0,0,0
69,635,4002,BAJHANG,62,2061,,20,2005,20/02/2005,5,3,0,2,9,1,0,0,0,2,1,1,5,3,7,9,,1,0,0,0,-88
68,639,7127,BAJURA,6,2058,,30,2001,22/07/2001,5,3,0,1,1,0,1,0,0,1,1,1,99,3,4,5,,1,1,0,0,0
68,647,2693,BAJURA,68,2058,,10,2002,13/04/2002,5,3,2,1,6,0,1,0,0,2,1,2,99,4,6,15,,1,1,0,0,0
68,651,3807,BAJURA,62,2062,,36,2005,19/12/2005,5,3,1,1,1,1,0,0,1,1,1,1,5,4,7,9,,1,0,0,0,0
68,654,4430,BAJURA,14,2058,,25,2001,21/07/2001,5,3,0,1,0,0,1,0,0,2,1,2,99,4,6,5,,1,1,0,0,0
68,658,235,BAJURA,55,2058,,24,2001,22/07/2001,5,3,0,1,1,0,1,0,0,1,1,9,99,3,4,5,,2,1,0,0,16
68,659,1330,BAJURA,66,2059,,21,2002,29/11/2002,5,3,1,1,0,1,0,0,0,1,1,1,5,4,7,9,,1,1,0,0,0
68,667,1236,BAJURA,1,2058,,39,2001,23/07/2001,5,3,0,1,1,0,1,0,0,1,1,2,99,3,5,5,,1,1,0,0,0
68,668,5534,BAJURA,22,2059,,23,2002,23/07/2002,5,3,0,1,1,0,1,0,0,2,1,1,99,3,7,5,,1,1,0,0,6
68,672,4043,BAJURA,62,2059,,19,2002,29/11/2002,5,3,1,3,9,1,0,0,0,1,1,1,5,5,4,9,,1,0,0,0,-88
68,674,5034,BAJURA,15,2058,,,2001,22/07/2001,5,3,0,1,1,0,1,0,0,1,12,2,99,4,5,5,,1,1,0,0,0
68,677,3759,BAJURA,62,2060,,19,2003,05/12/2003,5,3,1,1,1,1,0,0,1,6,1,1,5,3,5,9,,1,1,0,0,0
68,678,5691,BAJURA,58,2061,,21,2005,13/02/2005,5,3,0,1,1,1,0,0,0,2,1,1,5,4,4,9,,3,1,0,0,0
68,681,2279,BAJURA,68,2059,,20,2002,03/06/2002,5,3,2,1,1,1,0,0,0,2,20,5,5,4,4,9,,1,1,1,1,0
68,683,496,BAJURA,66,2058,,30,2001,23/07/2001,5,3,1,1,1,0,1,0,0,1,1,1,99,4,5,5,,1,1,0,0,0
68,684,87,BAJURA,68,2059,,18,2002,22/11/2002,5,3,2,1,2,1,0,0,0,2,1,1,5,4,6,9,,1,1,0,0,0
68,685,1106,BAJURA,66,2059,,29,2002,24/07/2002,5,3,0,1,1,0,1,0,0,2,1,1,99,4,4,5,,1,1,0,0,0
68,689,8537,BAJURA,70,2058,,,2001,21/07/2001,5,3,0,1,1,0,1,0,0,1,1,1,99,2,3,5,,2,1,0,0,0
68,691,3880,BAJURA,62,2060,,22,2003,15/09/2003,5,3,1,1,1,1,0,0,0,2,1,1,5,4,4,9,,1,1,0,0,0
68,693,2758,BAJURA,68,2059,,,2002,10/05/2002,5,3,2,3,9,1,0,0,0,1,1,5,1,4,4,19,,1,0,0,0,-88
68,696,1107,BAJURA,57,2058,,35,2001,22/07/2001,5,3,0,1,1,0,1,0,0,1,1,1,99,3,4,5,,1,1,1,0,0
68,699,446,BAJURA,57,2058,,24,2001,24/07/2001,5,3,0,1,1,1,0,0,0,1,5,2,5,3,5,6,,2,1,0,0,0
68,703,8343,BAJURA,62,2060,,20,2003,02/10/2003,5,3,1,1,1,1,0,0,1,1,1,1,5,3,4,9,,1,1,0,0,0
68,705,969,BAJURA,57,2058,,24,2001,22/07/2001,5,3,0,1,1,0,1,0,0,1,5,2,99,4,6,5,,1,1,0,0,0
68,707,140,BAJURA,68,2058,,21,2001,30/08/2001,5,3,2,1,1,1,0,0,0,2,1,1,5,4,7,9,,1,1,0,0,0
68,710,6838,BAJURA,72,2058,,21,2001,22/07/2001,5,3,0,1,1,0,1,0,0,1,1,1,99,4,5,5,,1,1,0,0,0
68,714,2691,BAJURA,68,2058,,9,2002,13/04/2002,5,3,2,1,6,0,1,0,0,2,1,2,99,4,6,19,,1,1,0,0,0
68,716,2614,BAJURA,68,2058,,1,2001,20/11/2001,5,3,2,1,0,0,1,0,1,2,1,5,99,4,8,19,,1,1,1,1,0
68,717,7198,BAJURA,70,2058,,,2001,22/07/2001,5,3,0,1,3,0,1,0,0,1,1,1,99,4,4,5,,2,1,0,0,0
68,721,1118,BAJURA,68,2061,,22,2004,25/07/2004,5,3,2,1,1,1,0,0,0,1,1,5,5,4,4,9,,1,0,0,0,0
68,726,7558,BAJURA,62,,,,,,5,3,1,1,1,1,0,0,0,6,1,1,5,4,6,9,,1,1,0,0,0
68,728,8342,BAJURA,62,2061,,19,2004,24/07/2004,5,3,1,1,1,1,0,0,0,1,1,5,5,4,7,9,,1,1,0,0,0
68,730,2611,BAJURA,68,2058,,24,2001,20/11/2001,5,3,2,1,0,0,1,0,0,1,1,5,1,4,7,1,,1,1,0,0,0
68,731,4760,BAJURA,68,2058,,32,2001,21/11/2001,5,3,2,3,9,1,0,0,0,1,1,1,5,3,4,4,,1,0,0,0,-88
68,740,2294,BAJURA,73,2058,,22,2001,23/07/2001,5,3,0,1,1,0,1,0,0,2,1,1,99,3,4,5,,1,1,0,0,0
68,741,3546,BAJURA,62,2059,,17,2002,29/11/2002,5,3,1,1,1,1,0,0,0,2,1,1,5,4,4,9,,1,1,0,0,0
68,744,2609,BAJURA,68,2058,,40,2001,20/11/2001,5,3,2,1,5,0,1,0,1,1,1,5,99,4,8,1,,1,1,0,0,0
68,750,5211,BAJURA,65,2059,,32,2002,28/12/2002,5,3,0,1,1,1,0,0,0,2,5,2,5,3,7,9,,1,0,0,0,0
68,751,2361,BAJURA,34,2060,,26,2003,02/12/2003,5,3,0,1,1,0,1,0,0,1,2,2,99,3,4,5,,1,1,0,0,0
68,754,7157,BAJURA,6,2058,,24,2001,22/07/2001,5,3,0,1,1,0,1,0,0,1,5,2,99,4,5,5,,2,1,0,0,0
68,763,7156,BAJURA,6,2058,,23,2001,22/07/2001,5,3,0,1,1,0,1,0,0,2,1,2,99,3,4,5,,1,1,0,0,0
68,771,857,BAJURA,73,2058,,43,2001,23/07/2001,5,3,0,1,1,0,1,0,0,1,1,1,99,3,5,5,,1,1,0,0,0
55,774,6928,BANKE,61,2056,,17,1999,14/11/1999,4,1,0,3,9,1,0,0,1,1,1,1,5,3,5,9,,1,0,0,0,-88
55,776,3749,BANKE,62,2062,,31,2005,08/10/2005,4,1,0,1,1,1,0,0,0,2,1,1,5,4,6,9,,1,1,0,0,0
55,778,7271,BANKE,70,2062,,38,2005,03/12/2005,4,1,0,1,0,0,1,0,0,1,1,1,99,3,4,5,,2,1,0,0,0
55,780,3926,BANKE,59,2060,,37,2003,10/10/2003,4,1,0,1,1,1,0,0,0,1,1,2,5,2,4,9,,1,1,0,0,0
55,782,1620,BANKE,56,2059,,21,2002,23/04/2002,4,1,1,2,9,1,0,0,1,1,5,2,5,3,4,9,,1,1,0,0,-88
55,783,6141,BANKE,58,2060,,19,2003,10/10/2003,4,1,0,1,1,1,0,0,0,2,1,1,5,3,4,9,,3,1,0,0,0
55,785,512,BANKE,55,2060,,15,2003,09/11/2003,4,1,2,2,9,1,0,0,0,2,8,4,99,3,5,15,,3,0,0,0,-88
55,787,520,BANKE,55,2055,,20,1999,07/02/1999,4,1,2,2,9,1,0,0,1,2,1,2,5,3,4,9,,3,1,0,0,-88
