sno,serialno,Computer_FileNO,IncidentDistrict,PermanentDistrict,year_INC_NEP,age_2,Age,Year,Event_Date,Region2,Region1,Mobility,IncidentOutcome,Killed_Type,By_State,By_Maoist,Other_Perpetrators,Gender,MaritalStatus,LanguageGroup,CasteGroup,Partyaffiliation,EconomicStatus,Education,OccupationCategory,Informer,LivelihoodDependence,Compensation,Displacement,DisplacementResettlement,IncidentVictim
65,4878,7882,KAILALI,65,2055,,29,1999,24/03/1999,5,1,2,1,1,0,1,0,0,1,5,2,5,2,4,5,,3,1,0,0,0
65,4879,8418,KAILALI,62,2062,,18,2005,06/06/2005,5,1,0,1,1,1,0,0,1,2,1,1,5,3,6,9,,1,1,0,0,0
65,4880,6733,KAILALI,65,2059,,23,2002,30/11/2002,5,1,2,1,1,1,0,0,0,1,5,2,5,3,4,1,,1,1,0,0,0
65,4881,6341,KAILALI,59,2062,,21,2004,20/05/2004,5,1,0,1,1,0,1,0,0,2,1,1,99,3,4,6,,2,1,0,0,0
65,4882,1903,KAILALI,44,2061,,19,2005,07/03/2005,5,1,0,1,1,0,1,0,0,2,10,2,99,3,5,6,,1,1,0,0,0
65,4884,7889,KAILALI,65,2059,,41,2002,01/11/2002,5,1,2,1,1,1,0,0,0,1,5,2,5,4,5,9,,2,1,0,0,0
65,4887,6303,KAILALI,65,2062,,40,2006,30/01/2006,5,1,2,1,5,0,0,1,0,1,1,2,99,5,9,9,,1,0,0,0,0
65,4888,1136,KAILALI,73,2061,,36,2005,09/02/2005,5,1,0,1,1,0,1,0,0,1,2,1,99,3,4,5,,2,1,0,0,0
65,4889,6954,KAILALI,65,2061,,17,2005,05/01/2005,5,1,2,1,2,1,0,0,1,2,5,2,5,3,4,9,,1,1,0,0,0
65,4890,11100,KAILALI,32,2061,,19,2004,26/04/2004,5,1,0,1,1,0,1,0,0,2,1,1,99,3,5,6,,1,1,0,0,0
65,4894,5540,KAILALI,56,2062,,25,2005,18/05/2005,5,1,1,1,1,1,0,0,0,1,1,2,5,2,6,9,,1,1,0,0,0
65,4897,10802,KAILALI,64,2062,,22,2005,06/06/2005,5,1,0,1,1,1,0,0,0,2,1,1,5,3,7,9,,1,1,0,0,0
65,4905,2987,KAILALI,27,2062,,28,2005,07/06/2005,5,1,0,1,4,0,1,0,0,1,1,2,99,4,6,6,,1,1,0,0,0
65,4908,3514,KAILALI,62,2061,,21,2005,27/02/2005,5,1,0,1,1,1,0,0,0,2,1,1,5,4,4,1,,1,0,0,0,0
65,4909,6779,KAILALI,72,2061,,19,2004,12/11/2004,5,1,0,1,1,1,0,0,0,2,1,1,5,4,8,9,,1,0,0,0,0
65,4910,7933,KAILALI,65,2058,,28,2002,17/02/2002,5,1,2,1,2,0,1,0,0,1,1,1,99,3,4,5,,2,1,0,0,0
65,4912,5219,KAILALI,50,2058,,27,2001,03/06/2001,5,1,0,1,1,0,1,0,0,2,1,1,99,4,4,5,,1,1,1,0,0
65,4913,3985,KAILALI,33,2058,,21,2002,19/03/2002,5,1,0,1,1,0,1,0,0,1,2,2,99,3,5,5,,1,1,0,0,0
65,4916,1297,KAILALI,66,2061,,21,2005,07/04/2005,5,1,0,1,1,1,0,0,0,2,1,1,5,4,5,9,,1,1,0,0,0
65,4917,5945,KAILALI,65,2060,,18,2003,20/11/2003,5,1,2,1,2,1,0,0,0,2,5,2,5,3,7,9,,1,0,0,0,0
65,4920,860,KAILALI,57,2061,,20,2005,05/01/2005,5,1,1,1,1,0,1,0,0,2,1,5,99,3,4,6,,1,1,0,0,0
65,4921,7862,KAILALI,65,2058,,18,2001,03/12/2001,5,1,2,1,2,1,0,0,0,1,5,2,5,3,8,9,,3,0,0,0,10
65,4922,447,KAILALI,57,2061,,19,2004,24/12/2004,5,1,1,1,1,1,0,0,0,2,1,1,5,3,5,9,,1,1,0,0,0
65,4923,3380,KAILALI,42,2059,,26,2002,31/05/2002,5,1,0,1,1,0,1,0,0,1,9,4,99,3,5,6,,1,1,0,0,0
65,4928,11619,KAILALI,68,2058,,17,2002,19/03/2002,5,1,0,1,1,0,1,0,0,1,1,1,99,4,7,5,,1,1,0,0,0
65,4933,10824,KAILALI,61,2060,,,2003,16/12/2003,5,1,0,1,1,1,0,0,0,6,1,1,5,5,9,9,,3,0,0,0,0
65,4934,1644,KAILALI,7,2061,,36,2004,20/11/2004,5,1,0,1,1,0,1,0,0,1,1,1,99,4,5,6,,2,1,0,0,0
65,4936,3733,KAILALI,62,2060,,19,2003,02/12/2003,5,1,0,1,1,1,0,0,0,2,1,1,5,4,5,9,,1,1,0,0,0
65,4943,3574,KAILALI,62,2059,,18,2002,29/07/2002,5,1,0,1,1,1,0,0,0,2,1,1,5,5,4,9,,1,1,0,0,0
65,4946,3386,KAILALI,72,2061,,19,2004,20/11/2004,5,1,0,1,1,1,0,0,0,2,1,1,5,4,4,9,,1,1,0,0,0
65,4950,9013,KAILALI,65,2063,,43,2006,29/08/2006,5,1,2,1,5,0,0,1,0,1,1,1,5,3,7,9,,1,0,0,0,0
65,4953,11277,KAILALI,32,2062,,22,2005,22/06/2005,5,1,0,1,1,0,1,0,0,2,1,1,99,3,5,6,,1,1,0,0,0
65,4956,11455,KAILALI,65,2061,,25,2004,16/11/2004,5,1,2,1,1,0,1,0,0,2,19,2,99,3,4,5,,3,1,0,0,0
65,4959,1959,KAILALI,66,2061,,23,2005,26/02/2005,5,1,0,1,1,1,0,0,0,2,1,1,5,4,5,9,,1,1,0,0,0
65,4961,1155,KAILALI,68,2060,,17,2003,25/08/2003,5,1,0,1,1,1,0,0,1,2,1,1,5,4,5,9,,1,1,0,0,0
65,4963,9036,KAILALI,65,2060,,22,2004,05/04/2004,5,1,2,3,9,0,1,0,0,1,5,2,99,3,7,1,,3,0,0,0,-88
65,4964,3146,KAILALI,53,2061,,22,2004,11/11/2004,5,1,0,1,1,1,0,0,0,2,1,2,5,3,6,9,,3,1,0,0,0
65,4965,3516,KAILALI,62,2060,,22,2003,19/11/2003,5,1,0,1,1,1,0,0,0,3,1,1,5,4,5,9,,1,1,0,0,0
65,4966,9566,KAILALI,31,2062,,23,2005,06/06/2005,5,1,0,1,1,0,1,0,0,2,1,1,99,3,4,6,,1,1,0,0,0
65,4967,6911,KAILALI,65,2061,,17,2005,05/01/2005,5,1,2,1,2,1,0,0,1,2,5,2,5,2,4,9,,1,1,0,0,0
65,4976,1180,KAILALI,72,2059,,37,2002,10/06/2002,5,1,0,1,1,0,1,0,0,1,1,1,99,3,9,6,,1,1,0,0,0
65,4977,7885,KAILALI,65,2061,,25,2004,16/11/2004,5,1,2,1,1,0,1,0,0,1,1,1,99,4,5,5,,2,1,0,0,0
65,4979,7336,KAILALI,62,2059,,20,2002,25/12/2002,5,1,0,1,1,1,0,0,0,1,1,5,5,4,7,9,,1,1,0,0,0
65,4981,944,KAILALI,68,2062,,21,2005,06/06/2005,5,1,0,1,1,1,0,0,0,1,1,5,5,4,7,9,,1,1,0,0,0
65,4983,5214,KAILALI,65,2057,,34,2000,06/09/2000,5,1,2,1,2,1,0,0,0,1,5,2,5,4,8,17,,1,1,0,0,0
65,4986,4169,KAILALI,33,2061,,36,2004,22/12/2004,5,1,0,1,1,0,1,0,0,1,1,1,99,3,4,5,,1,1,0,0,0
65,4987,7458,KAILALI,65,2060,,25,2004,24/03/2004,5,1,2,1,2,1,0,0,0,2,5,3,5,3,4,9,,1,1,0,0,0
65,4991,4648,KAILALI,65,2058,,20,2002,18/02/2002,5,1,2,1,1,0,1,0,0,2,1,1,99,4,4,5,,2,1,0,0,0
65,4992,5947,KAILALI,65,2056,,30,2000,20/02/2000,5,1,2,1,1,1,0,0,0,1,1,1,5,3,6,9,,1,1,0,0,0
65,4995,4871,KAILALI,69,2060,,22,2004,01/02/2004,5,1,0,1,1,1,0,0,0,2,1,5,5,4,5,9,,1,1,0,0,0
65,4997,4111,KAILALI,59,2062,,28,2005,06/06/2005,5,1,0,1,1,0,1,0,0,2,1,2,99,3,5,6,,2,1,0,0,0
65,4998,9822,KAILALI,20,2062,,24,2005,06/06/2005,5,1,0,1,1,0,1,0,0,1,1,1,99,3,4,6,,2,1,1,0,0
65,5000,6332,KAILALI,65,2060,,37,2003,15/11/2003,5,1,2,1,2,1,0,0,0,1,5,2,99,4,8,1,,2,1,1,0,0
65,5001,8691,KAILALI,70,2059,,,2002,01/06/2002,5,1,1,1,2,0,1,0,0,1,1,1,99,3,5,5,,2,1,0,0,0
65,5003,562,KAILALI,55,2061,,23,2004,20/11/2004,5,1,0,1,1,0,1,0,0,1,1,1,99,3,4,6,,1,1,0,0,10
65,5004,966,KAILALI,73,2060,,24,2003,02/12/2003,5,1,0,1,1,0,1,0,0,2,1,1,99,3,5,5,,1,1,0,0,0
65,5005,4411,KAILALI,64,2061,,23,2005,27/01/2005,5,1,0,3,9,1,0,0,0,1,1,1,5,4,4,9,,2,0,0,0,-88
65,5007,10770,KAILALI,61,2061,,21,2005,05/01/2005,5,1,0,1,1,1,0,0,1,2,1,1,5,3,6,9,,3,1,0,0,0
65,5008,4004,KAILALI,58,2062,,18,2005,10/08/2005,5,1,0,3,9,1,0,0,0,2,1,1,5,2,4,9,,1,0,0,0,-88
65,5012,7831,KAILALI,65,2060,,49,2003,02/12/2003,5,1,2,1,1,1,0,0,0,1,1,1,5,3,5,9,,3,0,0,0,0
65,5015,5391,KAILALI,58,2061,,23,2004,16/11/2004,5,1,0,1,1,1,0,0,0,2,1,1,5,5,4,9,,3,1,0,0,0
65,5020,4424,KAILALI,63,2061,,21,2004,23/12/2004,5,1,0,3,9,1,0,0,0,2,1,1,5,4,6,9,,1,0,0,0,-88
65,5021,880,KAILALI,57,2060,,19,2003,22/09/2003,5,1,0,1,1,1,0,0,0,2,1,2,5,5,5,9,,1,1,0,0,0
65,5023,5511,KAILALI,56,2061,,21,2004,14/08/2004,5,1,1,1,3,0,1,0,0,1,1,1,99,2,4,6,,1,1,0,0,0
65,5027,2231,KAILALI,71,2062,,35,2006,03/03/2006,5,1,1,1,1,0,1,0,0,1,1,1,99,3,4,5,,1,1,0,0,0
65,5028,7873,KAILALI,65,2062,,45,2005,09/06/2005,5,1,2,1,1,1,0,0,1,1,1,1,99,2,4,17,,2,1,0,0,0
65,5030,1097,KAILALI,72,2060,,28,2003,10/12/2003,5,1,0,1,1,0,1,0,0,1,1,1,99,2,5,5,,1,1,0,0,0
65,5031,11585,KAILALI,46,2061,,29,2004,03/06/2004,5,1,0,1,1,0,0,1,0,1,1,1,99,2,4,6,,1,1,0,0,0
65,5032,11036,KAILALI,50,2061,,26,2004,20/11/2004,5,1,0,1,1,0,1,0,0,2,5,2,99,3,4,6,,1,1,0,0,0
65,5035,11227,KAILALI,67,2062,,29,2006,31/03/2006,5,1,1,1,5,0,0,1,0,2,1,2,5,3,6,9,,1,1,0,0,0
65,5036,3485,KAILALI,62,2061,,20,2004,05/12/2004,5,1,0,1,1,1,0,0,0,2,1,1,5,4,5,9,,1,1,0,0,0
65,5041,11628,KAILALI,67,2061,,22,2004,29/07/2004,5,1,1,1,6,1,0,0,0,1,1,1,99,4,4,2,,1,0,0,0,0
65,5042,4095,KAILALI,59,2061,,41,2004,22/12/2004,5,1,0,1,1,0,1,0,0,2,1,1,99,4,4,6,,2,1,0,0,0
65,5048,4916,KAILALI,57,2061,,15,2005,25/01/2005,5,1,1,3,9,1,0,0,1,1,1,1,5,5,7,9,,2,0,0,0,-88
65,5051,7510,KAILALI,62,2061,,26,2005,18/01/2005,5,1,0,1,1,1,0,0,0,1,1,1,5,3,5,9,,1,1,0,0,0
65,5055,7269,KAILALI,65,2060,,35,2003,08/06/2003,5,1,2,1,2,1,0,0,0,1,5,3,5,2,5,1,,1,0,0,0,0
65,5059,2524,KAILALI,68,2060,,27,2003,06/05/2003,5,1,0,1,1,1,0,0,0,1,1,1,5,4,5,9,,1,1,0,0,0
65,5060,10924,KAILALI,64,2061,,16,2005,06/01/2005,5,1,0,1,1,1,0,0,1,2,1,1,5,4,7,9,,1,1,0,0,0
65,5061,4890,KAILALI,69,2060,,21,2003,22/08/2003,5,1,0,1,2,1,0,0,0,2,1,5,5,4,4,9,,1,1,0,0,0
65,5064,1885,KAILALI,59,2060,,24,2003,19/10/2003,5,1,0,3,9,0,1,0,0,1,1,1,99,4,4,5,,1,0,1,0,-88
65,5065,10644,KAILALI,61,2061,,19,2004,05/06/2004,5,1,0,1,1,1,0,0,1,6,1,1,5,5,9,9,,3,1,0,0,0
65,5067,7875,KAILALI,62,2061,,18,2005,09/02/2005,5,1,0,1,1,1,0,0,0,1,1,1,5,3,4,9,,1,1,0,0,0
65,5068,1110,KAILALI,68,2060,,,2003,28/07/2003,5,1,0,1,2,1,0,0,0,2,1,5,5,4,5,9,,1,1,0,0,0
65,5072,1115,KAILALI,66,2061,,26,2004,02/11/2004,5,1,0,1,1,1,0,0,0,1,1,1,5,4,4,9,,1,0,0,0,0
65,5074,11468,KAILALI,23,2062,,23,2005,06/06/2005,5,1,0,1,1,0,1,0,0,2,19,3,99,3,7,6,,1,1,0,0,0
65,5075,7871,KAILALI,65,2061,,65,2005,26/02/2005,5,1,2,1,1,0,1,0,1,1,1,1,99,4,8,1,,3,1,0,0,0
65,5076,5427,KAILALI,56,2061,,20,2005,25/02/2005,5,1,1,1,1,0,1,0,0,2,1,1,99,3,4,6,,1,1,0,0,0
65,5077,1985,KAILALI,66,2060,,23,2003,22/05/2003,5,1,0,1,1,1,0,0,0,2,1,1,5,4,4,9,,1,1,0,0,0
65,5080,6139,KAILALI,65,2058,,18,2001,26/05/2001,5,1,2,1,1,1,0,0,0,2,5,2,5,3,5,9,,3,0,0,0,0
65,5085,8671,KAILALI,70,2060,,21,2003,07/09/2003,5,1,1,1,1,0,1,0,0,6,3,2,99,4,5,6,,1,1,0,0,0
65,5086,4672,KAILALI,69,2058,,19,2001,28/12/2001,5,1,0,1,1,1,0,0,0,2,1,1,5,4,5,9,,1,1,0,0,0
65,5089,8116,KAILALI,70,2061,,22,2004,28/11/2004,5,1,1,1,1,1,0,0,0,1,1,1,5,4,3,9,,1,1,0,0,0
65,5091,1349,KAILALI,57,2061,,24,2004,20/11/2004,5,1,1,1,1,0,1,0,0,2,1,2,99,3,5,6,,1,1,0,0,0
65,5092,1815,KAILALI,57,2061,,30,2004,22/12/2004,5,1,1,1,1,1,0,0,0,1,1,2,99,3,8,2,,1,1,0,0,0
65,5096,8385,KAILALI,62,2061,,17,2005,26/01/2005,5,1,0,1,1,1,0,0,0,2,1,5,5,4,6,9,,1,0,0,0,0
65,5100,7688,KAILALI,65,2061,,27,2004,20/11/2004,5,1,2,1,1,1,0,0,0,1,5,2,5,3,5,9,,1,0,0,0,26
65,5104,7543,KAILALI,62,2060,,25,2003,02/12/2003,5,1,0,1,1,1,0,0,0,1,1,1,5,3,3,9,,1,1,0,0,0
65,5105,9128,KAILALI,65,2058,,30,2002,11/03/2002,5,1,2,2,9,1,0,0,0,1,5,2,5,3,2,9,,3,0,0,0,-88
65,5108,7323,KAILALI,62,2061,,24,2004,21/12/2004,5,1,0,1,1,1,0,0,0,2,1,5,5,4,7,9,,1,1,0,0,0
65,5109,5321,KAILALI,65,2059,,25,2002,24/05/2002,5,1,2,1,1,1,0,0,0,1,5,2,5,5,7,9,,1,1,0,0,0
65,5115,4426,KAILALI,67,2060,,22,2003,02/12/2003,5,1,1,1,1,0,1,0,0,1,1,1,99,4,4,5,,1,1,0,0,0
65,5116,11636,KAILALI,63,2061,,,2004,31/08/2004,5,1,0,3,9,1,0,0,1,1,1,1,5,3,5,9,,2,0,0,0,-88
65,5120,7245,KAILALI,70,2058,,35,2002,19/03/2002,5,1,1,1,1,0,1,0,0,1,1,1,99,4,5,5,,1,1,0,0,0
65,5123,321,KAILALI,66,2059,,24,2002,25/12/2002,5,1,0,1,1,1,0,0,0,1,1,1,5,4,7,9,,1,0,0,0,0
65,5124,1309,KAILALI,66,2061,,22,2004,21/09/2004,5,1,0,1,1,1,0,0,0,1,1,1,5,4,5,9,,1,1,0,0,0
65,5127,385,KAILALI,55,2062,,25,2005,06/06/2005,5,1,0,1,1,0,1,0,0,1,1,1,99,3,4,6,,2,1,0,0,0
65,5129,982,KAILALI,36,2061,,26,2004,20/11/2004,5,1,0,1,1,0,1,0,0,1,1,1,99,3,4,6,,1,1,0,0,0
65,5135,2667,KAILALI,56,2058,,18,2001,16/06/2001,5,1,1,1,1,1,0,0,0,2,5,2,5,4,7,9,,1,0,0,0,0
65,5138,10911,KAILALI,64,2062,,17,2005,23/04/2005,5,1,0,1,1,1,0,0,1,2,1,1,5,4,6,9,,1,1,0,0,0
65,5141,4857,KAILALI,61,2061,,21,2004,20/11/2004,5,1,0,3,9,1,0,0,0,1,1,1,5,4,5,9,,1,0,0,0,-88
65,5142,2290,KAILALI,73,2061,,18,2005,26/02/2005,5,1,0,1,1,1,0,0,0,2,1,1,5,3,5,9,,1,1,0,0,0
65,5143,8360,KAILALI,62,2061,,29,2005,20/01/2005,5,1,0,1,1,1,0,0,0,2,1,1,5,3,5,9,,1,1,0,0,0
65,5144,7943,KAILALI,65,2059,,18,2003,30/03/2003,5,1,2,1,2,1,0,0,0,2,5,2,5,3,5,9,,3,1,0,0,0
65,5149,3989,KAILALI,62,2059,,28,2003,29/03/2003,5,1,0,2,9,1,0,0,0,1,1,1,5,4,4,9,,1,0,0,0,-88
65,5152,5992,KAILALI,65,2060,,25,2004,22/02/2004,5,1,2,1,5,0,0,1,0,1,5,2,5,3,5,9,,1,1,0,0,0
65,5161,11515,KAILALI,70,2058,,30,2002,27/02/2002,5,1,1,1,4,0,1,0,0,1,1,1,99,2,6,5,,2,1,0,0,0
65,5163,9127,KAILALI,65,2060,,18,2003,06/09/2003,5,1,2,2,9,1,0,0,0,2,5,2,5,3,5,9,,3,0,0,0,-88
65,5166,3257,KAILALI,39,2062,,35,2005,06/06/2005,5,1,0,1,1,0,1,0,0,1,1,1,99,3,3,6,,1,1,0,0,0
65,5170,8587,KAILALI,70,2060,,,2003,29/12/2003,5,1,1,1,1,0,1,0,0,2,1,1,99,3,4,5,,1,1,0,0,0
65,5171,3942,KAILALI,59,2062,,27,2005,06/06/2005,5,1,0,3,9,1,0,0,0,1,1,1,5,4,7,9,,2,0,0,0,-88
65,5173,6264,KAILALI,61,2060,,20,2003,21/07/2003,5,1,0,3,9,1,0,0,0,1,1,1,5,3,4,9,,1,0,0,0,-88
65,5175,10936,KAILALI,64,2060,,24,2003,01/12/2003,5,1,0,1,1,1,0,0,0,2,1,2,5,3,6,9,,1,1,0,0,0
65,5176,867,KAILALI,73,2060,,20,2003,02/12/2003,5,1,0,1,1,1,0,0,0,2,1,1,5,3,4,9,,1,1,0,0,0
65,5181,6583,KAILALI,72,2061,,25,2005,02/02/2005,5,1,0,1,1,0,1,0,0,1,1,1,99,4,5,5,,1,1,0,0,0
65,5185,2635,KAILALI,68,2060,,20,2003,02/12/2003,5,1,0,1,4,0,1,0,0,2,1,1,99,3,4,5,,1,1,0,0,0
65,5187,100,KAILALI,48,2060,,32,2004,10/01/2004,5,1,0,1,1,0,1,0,0,1,1,1,99,3,3,5,,2,1,0,0,0
65,5188,6657,KAILALI,72,2061,,43,2004,23/07/2004,5,1,0,1,1,0,1,0,0,1,1,1,99,4,5,5,,1,1,0,0,0
65,5189,199,KAILALI,66,2060,,,2004,12/04/2004,5,1,0,3,9,1,0,0,0,2,1,1,5,4,3,9,,1,0,0,0,-88
65,5190,7193,KAILALI,6,2059,,42,2002,20/10/2002,5,1,0,1,4,0,1,0,0,1,1,1,99,3,4,5,,1,1,1,0,2
65,5191,7606,KAILALI,56,2058,,18,2002,22/03/2002,5,1,1,1,1,1,0,0,0,2,5,2,5,4,8,9,,1,1,0,0,0
65,5193,3392,KAILALI,59,2061,,19,2005,27/01/2005,5,1,0,1,1,1,0,0,0,2,1,1,5,2,4,9,,1,1,0,0,0
65,5195,1187,KAILALI,66,2061,,18,2005,22/01/2005,5,1,0,1,1,1,0,0,0,2,1,5,5,3,4,9,,1,0,0,0,0
65,5198,999,KAILALI,71,2058,,35,2002,18/03/2002,5,1,1,1,1,0,1,0,0,1,1,2,99,3,6,5,,1,1,1,1,7
65,5199,10808,KAILALI,64,2061,,21,2005,04/02/2005,5,1,0,1,1,1,0,0,0,2,1,1,5,5,9,9,,3,1,0,0,0
65,5200,8207,KAILALI,70,2061,,18,2005,28/02/2005,5,1,1,1,1,1,0,0,1,2,5,3,5,4,6,9,,1,1,0,0,0
65,5205,8902,KAILALI,52,2058,,19,2002,19/03/2002,5,1,0,1,1,1,0,0,0,2,10,2,5,4,6,9,,1,1,0,0,0
65,5207,7856,KAILALI,65,2061,,15,2004,26/11/2004,5,1,2,1,1,1,0,0,0,2,5,2,99,4,6,15,,3,1,0,0,0
65,5209,502,KAILALI,29,2060,,20,2004,22/03/2004,5,1,0,1,1,0,1,0,0,2,2,2,99,2,4,6,,3,1,0,0,0
65,5212,3510,KAILALI,62,2060,,40,2003,24/08/2003,5,1,0,1,1,1,0,0,0,1,1,1,5,3,4,9,,1,1,0,0,0
65,5218,11516,KAILALI,70,2058,,,2002,28/01/2002,5,1,1,1,4,0,1,0,0,1,1,1,99,2,4,5,,2,1,0,0,0
65,5222,6439,KAILALI,61,2059,,19,2002,24/06/2002,5,1,0,1,1,1,0,0,0,2,1,1,5,3,5,9,,1,1,0,0,0
65,5223,1261,KAILALI,73,2061,,22,2005,25/02/2005,5,1,0,1,1,0,1,0,0,1,1,5,99,3,4,5,,1,1,0,0,0
65,5236,7017,KAILALI,12,2058,,48,2002,28/01/2002,5,1,0,1,4,0,1,0,0,1,6,2,99,2,1,5,,1,1,0,0,0
65,5238,1018,KAILALI,68,2061,,18,2005,28/02/2005,5,1,0,1,1,1,0,0,0,2,1,1,5,4,6,9,,1,1,0,0,0
65,5240,7889,KAILALI,65,2061,,21,2004,27/04/2004,5,1,2,1,5,1,0,0,0,2,5,2,5,3,5,9,,1,0,0,0,0
65,5241,3499,KAILALI,62,2061,,16,2004,20/11/2004,5,1,0,1,1,1,0,0,0,2,1,5,5,3,5,9,,1,1,0,0,0
65,5243,4550,KAILALI,18,2058,,24,2002,19/03/2002,5,1,0,1,1,0,1,0,0,1,6,4,99,3,5,5,,1,1,0,0,0
65,5244,3728,KAILALI,62,,,,,,5,1,0,1,1,1,0,0,0,1,1,1,5,3,6,9,,1,1,0,0,0
65,5245,8429,KAILALI,62,2062,,20,2005,23/04/2005,5,1,0,1,1,1,0,0,0,2,1,5,5,4,5,9,,1,1,0,0,0
65,5247,5488,KAILALI,56,2058,,25,2001,03/12/2001,5,1,1,1,1,1,0,0,0,2,5,2,5,4,5,9,,1,1,0,0,0
65,5248,4638,KAILALI,69,2061,,23,2005,09/02/2005,5,1,0,1,1,0,1,0,0,1,1,1,99,4,4,5,,2,1,0,0,0
65,5250,5948,KAILALI,58,2060,,23,2003,27/05/2003,5,1,0,1,1,1,0,0,0,2,1,5,5,4,5,9,,3,1,0,0,0
65,5251,2367,KAILALI,56,2062,,20,2005,06/06/2005,5,1,0,1,1,1,0,0,0,2,5,2,5,2,8,9,,1,0,0,0,0
65,5256,4143,KAILALI,61,2061,,26,2004,02/08/2004,5,1,0,3,9,1,0,0,0,2,12,1,5,4,4,9,,1,0,0,0,-88
65,5257,1365,KAILALI,28,2062,,21,2005,06/06/2005,5,1,0,1,1,0,1,0,0,2,3,2,99,5,5,6,,1,1,0,0,0
65,5258,1100,KAILALI,1,2060,,21,2003,16/09/2003,5,1,0,1,1,0,1,0,0,1,1,1,99,4,5,6,,1,1,0,0,0
65,5260,5596,KAILALI,37,2061,,24,2004,20/11/2004,5,1,0,1,1,0,1,0,0,1,1,1,99,2,4,6,,1,1,0,0,0
65,5262,5967,KAILALI,65,2060,,29,2003,11/08/2003,5,1,2,1,1,1,0,0,0,1,5,2,5,3,7,9,,1,0,0,0,0
65,5263,7935,KAILALI,65,2059,,32,2002,12/09/2002,5,1,2,1,2,1,0,0,0,1,5,3,5,3,4,9,,1,1,0,0,0
65,5264,7773,KAILALI,65,2061,,14,2005,28/02/2005,5,1,2,1,1,1,0,0,0,2,1,1,5,4,4,15,,3,0,0,0,0
65,5268,8685,KAILALI,70,2058,,,2002,28/01/2002,5,1,1,1,2,0,1,0,0,2,1,1,99,3,4,5,,2,1,0,0,0
65,5269,9008,KAILALI,65,2059,,19,2002,23/08/2002,5,1,2,1,5,0,1,0,0,2,1,1,5,3,4,9,,3,0,0,0,0
65,5278,3795,KAILALI,65,2058,,14,2001,20/11/2001,5,1,2,1,1,1,0,0,1,2,1,1,5,2,6,9,,1,1,1,1,0
65,5281,1956,KAILALI,66,2061,,22,2004,20/12/2004,5,1,0,1,1,1,0,0,0,2,1,5,5,4,7,9,,1,1,0,0,0
65,5283,4636,KAILALI,51,2058,,,2001,28/05/2001,5,1,0,1,2,0,1,0,0,6,1,1,99,3,4,5,,3,0,0,0,0
65,5288,7499,KAILALI,62,2060,,18,2004,01/02/2004,5,1,0,1,1,1,0,0,0,1,1,5,5,4,6,9,,1,1,0,0,0
65,5289,8056,KAILALI,70,2060,,17,2003,01/12/2003,5,1,1,1,1,1,0,0,0,2,5,3,5,4,6,9,,2,1,0,0,0
65,5290,281,KAILALI,73,2061,,29,2005,09/02/2005,5,1,0,1,1,0,1,0,0,1,1,1,99,3,4,5,,1,1,0,0,0
65,5291,8409,KAILALI,62,2059,,19,2002,15/10/2002,5,1,0,1,1,1,0,0,0,1,1,1,5,4,5,9,,1,1,0,0,0
65,5293,976,KAILALI,73,2060,,20,2003,02/12/2003,5,1,0,1,1,0,1,0,0,2,1,1,99,3,4,5,,1,1,0,0,0
65,5294,8553,KAILALI,72,2060,,21,2003,02/11/2003,5,1,0,1,1,1,0,0,0,1,1,1,5,4,3,9,,1,0,0,0,0
65,5296,3971,KAILALI,59,2061,,24,2005,18/01/2005,5,1,0,1,1,1,0,0,0,2,1,5,5,3,4,9,,1,1,0,0,0
65,5299,4707,KAILALI,65,2059,,,2002,26/07/2002,5,1,2,3,9,1,0,0,0,1,5,2,5,4,5,9,,2,0,0,0,-88
65,5300,4291,KAILALI,67,2058,,21,2001,29/05/2001,5,1,1,1,1,0,1,0,0,2,1,1,99,3,5,5,,3,1,0,0,0
65,5304,293,KAILALI,55,2061,,29,2004,20/11/2004,5,1,0,1,1,0,1,0,0,1,1,5,99,3,4,6,,3,1,0,0,0
65,5311,5716,KAILALI,67,2060,,20,2003,23/11/2003,5,1,1,1,1,1,0,0,0,2,1,9,5,4,4,9,,3,1,0,0,0
65,5313,433,KAILALI,57,2060,,18,2004,22/03/2004,5,1,1,1,4,0,1,0,0,2,1,1,99,5,5,5,,1,1,0,0,0
65,5318,8435,KAILALI,62,2061,,23,2005,28/01/2005,5,1,0,1,1,1,0,0,0,2,1,1,5,3,4,9,,1,1,0,0,0
65,5323,3878,KAILALI,62,2061,,26,2004,16/12/2004,5,1,0,1,1,1,0,0,0,2,1,1,5,4,5,9,,1,0,0,0,0
65,5324,4000,KAILALI,58,2062,,18,2005,23/05/2005,5,1,0,3,9,1,0,0,0,1,1,5,5,4,6,9,,2,0,0,0,-88
65,5328,85,KAILALI,66,2058,,46,2002,18/02/2002,5,1,0,2,9,1,0,0,0,1,1,1,99,4,3,1,,1,0,0,0,-88
65,5329,11655,KAILALI,65,2059,,34,2003,03/02/2003,5,1,2,1,1,1,0,0,0,1,1,1,5,3,3,9,,3,1,0,0,0
65,5331,5053,KAILALI,69,2061,,17,2005,25/02/2005,5,1,0,1,1,1,0,0,0,2,1,1,5,4,3,9,,1,1,0,0,0
65,5333,8583,KAILALI,70,2058,,26,2002,28/01/2002,5,1,1,1,4,0,1,0,0,1,1,1,99,2,9,5,,1,1,0,0,0
